Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Dumont, Adriana Fróis Santos;Índice de necessidade de tratamento odontológico :o caso dos índios Xakriabá;Índios Xakriabá - Tratamento odontológico - Serviços de saúde bucal - Odontologia;;2008;v.13,n.3;Rio de Janeiro;Ciência & Saúde Coletiva;1017-1022;http://www.scielo.br/pdf/csc/v13n3/24.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Soares, André Luis Ramos;Índios Guaranis :seria a diversidade arqueológica das vasilhas cerâmicas um parâmetro étnico?;Índios Guarani - Cerâmica - Pintura;;2015;v.21;Criciúma;Tecnologia e Ambiente;162-182;http://periodicos.unesc.net/tecnoambiente/article/view/1935/1838;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Faga, Dominique Pierre;Índios: as invasões perante o direito brasileiro e a questão indigenista desde os seus primórdios ;Indenizações;;2001;5. ed.;São Paulo;Diário das Leis;62;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Cielo, Cristina;Informalidades e legitimidades das periferias Bolivianas (Cochabamba);Periferias -- Bolívia;;2010;v. 22, n. 2;São Paulo;Usp, Departamento de Sociologia;101-121;http://www.scielo.br/pdf/ts/v22n2/v22n2a06.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Martinez, Roberto,;Inquérito soroepidemiológico para infecções por fungos causadores de micoses sistêmicas na reserva Indígena Xacriabá, Estado de minas Gerais;Paracoccidioidomicose -- Infecção -- Reserva Indígena Xacriabá (MG) - Soro -- Estudos -- Reserva Indígena Xacriabá (MG);;2002;v.35., v.4;Brasília;Sociedade Brasileira de Medicina Tropical  ;347-350;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Rotta, Raquel Redondo;Inscrições do feminino: literatura romântica e transe de caboclas na umbanda ;Umbanda - Psicologia étnica;;2007;v.15, n.3,;Florianópolis;Estudos feministas;629-646;http://www.scielo.br/pdf/ref/v15n3/a07v15n3.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Paula, Eunice Dias de;A interculturalidade no cotidiano de uma escola indígena;Educação intercultural-bilíngue - Índios -- Educação;;1999;v.19, n.49;São Paulo;Cadernos CEDES;76-91;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Grando, Beleni Saléte;Jogos e cultura índigena :possibilidades para a educação intercultural na escola;Crianças indígenas - Jogos educativos - Brincadeiras;;2010;;Cuiabá ;Ed. UFMT;172;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Carvalho, Silvia Maria Schmuzimer de;Jurupari: estudos de mitologia brasileira;Índios da América do Sul -- Brasil - Índios da América do Sul -- Brasil - Mitologia indígena - Brasil;;1979;;São Paulo;Ed. Ática;388;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;;Las misiones jesuíticas del guayrá;Índios Guarani - Índios Guarani - Arquitetura - Arquitetura missioneira espanhola;;2010;;Argentina ;UNESCO;222;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Bartholo, Tiago Lisboa;Mané Garrincha como síntese da identidade do futebol brasileiro;Garrincha, 1933-1983 - Biografia - Futebol -- Brasil - Características nacionais;;2009;v.15, n.1;Porto Alegre;Escola de Educação Física/UFRGS; 169-191;http://www.seer.ufrgs.br/index.php/Movimento/article/view/2092/4836;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Maidana, Carolina Andrea;Migración indígena, procesos de territorialización y análisis de redes sociales =Indigenous migration, territorialization processes, and social network analysis;Migração - Redes sociais - Índios;;2013; v. 21, n. 41;Brasília ;REMHU: revista interdisciplinar da mobilidade humana;277-293;http://www.csem.org.br/remhu/index.php/remhu/article/viewFile/414/353;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;PEREIRA, Nunes;Moronguetáum Decameron indígena;Índios da América do Sul -- Brasil - Etnologia;;1980;2 ed;Rio de Janeiro;Ed. Civilização Brasileira;;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Aparício, Adriana Biller;A nação, os povos indígenas e os novos direitos;Direito indígena - Direitos humanos - Estado Nacional;;2015;v. 12, n. 1;Criciúma;Amicus Curiae.;31-40;http://periodicos.unesc.net/amicus/article/view/1931/2257;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Castro, Teresa Gontijo de;A nutrição e a alimentação nas sociedades indígenas brasileiras e a necessidade de atuação de nutricionistas na área;Saúde indígena - Estado nutricional - Índios;;2014; v. 22, n. 128;São Paulo;Núcleo Consultoria;39-43 ;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Munduruku, Daniel,;O caráter educativo do movimento indígena brasileiro (1970-1990);Índios da América do Sul -- Educação -- Brasil - Índios da América do Sul -- Brasil -- Condições sociais;;2012;;São Paulo;Paulinas;230 ;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;MÜLLER, Sálvio A.;Opressão e depredaçãoa construção da barragem de Ibirama e a desagregação da comunidade indígena local;Índios da América do Sul -- Brasil - Barragens e açudes - Índios da América do Sul -- Brasil;;1987;;Blumenau;Ed. FURB;89;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Vídeo;site;Universidade do Extremo Sul Catarinense;governamental;Zeigler, Sérgio;A ordem no caos [gravação de vídeo];Arte -- Estudo e ensino - Matemática na arte - Forma (Estética) - Arte pré-histórica - Arte indígena;;2001;;São Paulo;Instituto Arte na Escola;26 min;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Ministério da Educação. ;Orientações e ações para aducação das relações étnico-raciais;Segregação na educação - Integração na educação - Educação de crianças - Ensino fundamental - Educação básica - Ensino médio - Educação de adultos - Licenciatura - Relações étnicas;;2006;;Brasília;Ministério da Educação;262 ;http://portal.mec.gov.br/dmdocuments/orientacoes_etnicoraciais.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Oliveira, Jorge Eremites de;As origens do povoamento indígena do Pantanal: aportes para uma nova revisão arqueológica;Arqueologia -- Pantanal Mato-Grossense (MS e MT) - Aterros - Índios -- Pantanal Mato-Grossense (MS e MT);;2003;n.11;Assis;Pós-história : revista de pós-graduação em história;159-184;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Zamataro, Valéria Cristina de Oliveira;O papel da fisioterapia no preparo para o parto de cócoras;Parto de Cócoras -- Fisioterapia;;1996;v.8, n.2;Curitiba ;Universitária Champagnat;48-53;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Secretaria de Educação Básica;Parâmetros curriculares nacionais: ensino médio [recurso eletrônico] :bases legais;Educação básica -- Currículos;;2000;;Brasília ;Ministério da Educação;109;http://portal.mec.gov.br/seb/arquivos/pdf/blegais.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Yuyama, Lucia Kiyoko Ozaki;Percepção e compreensão dos conceitos contidos na Escala Brasileira de Insegurança Alimentar, em comunidades indígenas no estado do Amazonas, Brasil;Segurança alimentar e nutricional - Índios - Nativos - Insegurança alimentar;;2008;;Campinas;Revista de Nutrição; 53-63;http://www.scielo.br/pdf/rn/v21s0/06.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Kühl, Adriana Masiero;Perfil nutricional e fatores associados à ocorrência de desnutrição entre crianças indígenas Kaingáng da Terra Indígena de Mangueirinha, Paraná, Brasil;Índios da América do Sul - Estado nutricional - Antropometria;;2009;v.25, n.2;Rio de Janeiro;Cadernos de Saúde Pública; 409-420;http://www.scielo.br/pdf/csp/v25n2/20.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Santos, Eloína;Perspectivas da literatura ameríndia no Brasil, Estado Unidos e Canadá ;Literatura indígena -- Brasil - História e crítica - Literatura indígena -- Estados Unidos - Literatura indígena -- Canadá -;;2003;;Feira de Santana, BA;Universidade Estadual de Feira de Santana;156;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Cruz, Héctor Muñoz;Política pública y educación indígena escolarizada en México;Políticas de educação indígena - Educação bilíngüe - Povos indígenas - México - Educação indo-americana;;1999;v.19, n.49;São Paulo;CEDES  ;39-61;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Peret, João Américo;População indígena do Brasil;Índios - Brasil - Índios - vida social e costumes - Etnologia - Índios da América do Sul;;1975;;Rio de Janeiro;Ed. Civilização Brasileira;91;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;;Porantim: em defesa da causa indígena;Sociologia -- Periódicos - Índios -- História;;1978;;Brasília ;CIMI;;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Maria Isabel Habckost Dalla Zen, Maria Luisa Merino de Freitas Xavier, organizadoras.;Povos indígenas & educação;Índios da América do Sul -- Educação - Escolas indígenas -- Brasil -- Currículos - Educação básica;;2012;2. ed.;Porto Alegre;Mediação;199;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Nunes, Heloisa Marcelino;Prevalência dos marcadores sorológicos dos vírus das hepatites B e D na área indígena Apyterewa, do grupo Parakanâ, Pará, Brasil;Hepatite B - Hepatite por vírus - Índios -- Saúde e higiene;;2007; v.23,n.11;Rio de Janeiro;Escola Nacional de Saúde Pública;2756-2766;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Jeronimo, Eduardo Almeida;Os primórdios do direito do trabalho no Brasil :arcabouço jurídico da abolição da escravatura indígena ;Direito do trabalho -- Brasil - Índios escravos - Escravos -- Abolição;;2016;v. 27, n. 324;São Paulo; Revista Síntese Trabalhista e Previdenciária;685-696;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Secretaria de Estado da Educação - SC;Proposta Curricular de Santa Catarina :formação integral na educação básica;Currículos -- Santa Catarina - Educação de crianças -- Currículos - Ensino fundamental -- Currículos -- Santa Catarina - Educação integral -- Currículos -- Santa Catarina - Educação básica -- Currículos -- Santa Catarina;;2014;;Florianópolis;SED;190 ;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Oliveira, Gilvan Müller de;O que quer a lingüística e o que se quer da lingüística: a delicada questão da assessoria lingüística no movimento indígena;Sociedades indígenas - Escolas indígenas;;1999;v.19, n.49;São Paulo;CEDES  ;26-38;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Dantas, Beatriz Gois,;Repertório de documentos para a história indígena;Índios da América do Sul;;1993;;São Paulo ;NHII/USP;80;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Ministério da Educação;Resolução n. 4, de 13 de julho de 2010;Educação -- Brasil -- Legislação - Educação básica -- Brasil -- Legislação - Currículos -- Brasil -- Legislação;;2010;;Brasília;Ministério da Educação;;http://portal.mec.gov.br/index.php?option=com_docman&view=download&alias=5916-rceb004-10&category_slug=julho-2010-pdf&Itemid=30192;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Salvaro, Talita Daniel;Revisitando a tradição Kaigáng da terra indígena Xapecó :cultural material e imaterial;Índios Kaingang -- Chapecó (SC) - Índios -- Chapecó (SC);;2007;v.4,n.4;Lages;Editora Leão Baio;9--12;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Bomfim, Anari Braz ;Revitalização de língua indígena e educação escolar indígena inclusiva;Línguas indígenas  - Escolas indígenas - Indios da América do Sul -- Brasil -- Línguas - Índios da América do Sul -- Educação - Educação inclusiva;;2014;;Salvador;Egba;232;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Vídeo;site;Universidade do Extremo Sul Catarinense;governamental;Ministério da Educação. Secretaria de Educação a Distância;Salto para a vida [gravação de vídeo] :especial ;Alfabetização -- História - Educação de adultos -- História - Índios -- Educação -- História - Educação -- História;;200-;;Brasília;TVescola;1 DVD;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Vídeo;site;Universidade do Extremo Sul Catarinense;governamental;Ministério da Educação. Secretaria de Educação a Distância;Salto para o futuro [gravação de vídeo] :Escola e povos indígenas no Brasil  ;Índios -- Educação - Escolas indígenas -- Brasil -- Currículos;;200-;;Brasília;TVescola;2 DVD's;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Cupello, Antonio José;Saúde dos povos indígenas :a enfermagem diante de um desafio histórico;Saúde pública - Enfermagem - Índios da América do Sul -- Saúde - Saúde indígena;;2007;;São Paulo;Editorial Bolina Brasil Ltda;565-569;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Kolb-Bernardes, Rosvita;Segredos do coração :escola como espaço para o olhar sensível;Arte -- Estudo e ensino - História de vida;;2010;v. 30, n. 80;Campinas;CEDES;72-83;http://www.scielo.br/pdf/ccedes/v30n80/v30n80a06.pdf;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Kawakubo, Fernando Shinji;Sensoriamento remoto e geoprocessamento na caracterização do uso da terra e cobertura vegetal na região da terra indígena Sangradouro;Cartografia - Sensoriamento remoto - Solo -- Uso - Mapeamento florestal - Vegetação -- Mapeamento - Levantamentos florestais;;2004;v.29, n.2;Rio Claro;AGETEO;203-216;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Sousa, Maria da Conceição de;O Sistema de Informação da Atenção à Saúde Indígena (SIASI): criação, estrutura e funcionamento ;Saúde pública - Política de saúde - Índios da América do Sul -- Brasil -- Saúde - Sistemas de informação em saúde;;2007;v.23,n.4;Rio de Janeiro;Escola Nacional de Saúde Pública;853-861;http://www.scielo.br/pdf/csp/v23n4/12.pdf;;.
livro;site;Universidade do Extremo Sul Catarinense;governamental;Jecupé, Kaka Werá;A terra dos mil povos :história indígena brasileira contada por um índio ;Índios da América do Sul -- Brasil - Índios da América do Sul -- História;;1998;2.ed. - 4.ed.;São Paulo;Fundação Peirópolis;115;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Lavina, Rodrigo;A terra sem mal entre os guarani;Índios Guarani;;1995;v.1, n.1;Criciúma;FUCRI/UNESC;19-25;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
Periódico;site;Universidade do Extremo Sul Catarinense;governamental;Pedrozo, Elza Correa;Uma trajetória de sucesso e de desafios :a inclusão de índios surdos da Reserva Índigena de Dourados-MS, em salas de aula comuns;Índios - Educação inclusiva - Surdos -- Educação;;2008;v.4, n.2;Brasília;MEC;24-29;http://www.bib.unesc.net/pergamum/biblioteca/index.php;;.
